Time-stamp,Range,Bearing
28,2109770.4921370307,2.040419684278561
29,4369206.847574798,1.2540918747117882
29,8653354.968561757,-2.827284481964692
29,6373734.200077521,2.7009552997815174
29,7477614.647219146,-0.05569749356133726
29,4496942.305663535,1.9972601597919186
29,7392720.2256116625,0.899254264296186
29,4767251.082661444,-0.6834290531819003
30,4368738.3956317855,1.2541173973660866
30,5746848.406085123,-0.7706590378156265
30,6258868.105731411,-2.1997092021232145
30,8757258.83460194,2.918820937384103
30,2989447.4482858297,2.99573547746722
31,8272267.906037538,-0.8656296300472965
31,4368269.870512579,1.2541429197917255
31,2020795.0873318962,-0.5169321358458855
31,2036686.740745189,2.4594522279242583
31,4654197.925200342,0.9159556325085502
32,4898165.572317543,-1.680738511836233
32,5148948.225370895,-1.7265011325836783
32,8553392.988170957,-0.7255919689546222
32,4367801.259599639,1.254168443452742
32,2897241.2948546805,1.0327215895457806
33,1450796.6102363581,0.10880650411605089
33,4367332.585011836,1.2541939676008953
33,8537155.313266587,1.2259638714667234
33,7425725.323142055,-0.38412090299386065
33,3830185.6402156143,-2.5884587834697173
34,7644019.977826653,0.4094163358185187
34,4366863.8215159755,1.254219495164021
34,4060027.5402902933,-2.811760006694947
34,6028380.172817914,-1.1950362273349742
34,5842314.351087164,1.019998856116464
34,5950819.212630696,-2.7343227533718935
34,4479975.960182895,1.836591443476455
35,2096995.724204302,-1.515219438531718
35,4366394.984841253,1.254245022504863
35,4008266.7659364026,0.2572099684878183
35,2942852.961321729,-0.06529045384746582
35,7034651.951788487,-2.531634120502635
35,2042253.0883478085,2.871162619342612
36,8108418.7158153495,-2.6002885003393508
36,4365926.071874007,1.2542705518013302
36,4190960.40021665,0.12738396257931292
36,6999340.437699414,-1.8078809858320997
36,4206175.832382939,1.8165594528159434
36,8676676.933037842,1.1901922906807878
36,4507675.178812983,-0.4920029594066
37,6327334.836153453,2.1773194667673628
37,7056837.0993201835,0.2806040771982577
37,5656761.899248545,1.7698918233750036
37,2727060.7121786913,2.6623672850657907
37,4365457.095229708,1.254296081591442
38,4364988.029676467,1.2543216148048852
38,7560951.809129312,1.0031169545385703
38,2701224.567088983,1.4560173766612743
38,4315003.719601523,1.4050804555715082
38,4304361.516100754,-0.09111385313592135
38,8442310.604881367,2.3688591127198073
38,7919247.434277439,2.1233313178168993
39,1933719.6811180718,2.1662715161389134
39,4364518.890941858,1.2543471478024764
39,3932381.9540698496,-0.29374788887039144
39,3894647.1769072297,2.649007148338924
39,8268523.095331722,-1.2637655017895846
39,1135385.976196587,-0.07634134175976061
39,3490025.9846061245,1.6892108910235524
40,8356371.627821117,1.1523224570532895
40,4364049.675913194,1.2543726827631352
40,8023635.725107372,0.41994960089832994
40,5657948.244905788,0.14993027395244407
40,3597155.674729129,-0.7872294729911418
40,3363293.0216542836,-0.6885842199240221
40,8260591.218446371,2.0468002038373827
41,4363580.384590214,1.2543982196888517
41,2257204.286196477,2.990381131380577
41,6818766.417442457,-1.8228430328535492
41,1904600.9481892823,-2.490739307489233
41,5079039.668812202,1.4308333225060679
42,4363111.016972655,1.254423758581616
42,5234255.054605254,-3.0585282848909445
42,8653201.655811705,-2.106330449440907
42,3985956.007286151,-0.5503990826531127
42,7517600.245843223,-2.586932709245493
42,2866786.2989360644,0.5195846385145254
42,6338103.225320861,0.29086133016297594
43,7887485.018271073,0.7181776191831897
43,3143128.562320702,2.342719741485381
43,8279347.072974692,1.8866544983742544
43,7764188.792484625,2.386325012411894
43,4362641.5761712305,1.254449297264973
43,4239515.382909761,2.0409037215325614
43,7287615.899822501,2.551764668881031
44,4362172.049570358,1.254474837205742
44,7095337.593366032,-1.824374079906485
44,8919469.757493395,-1.2370451045923752
44,5786169.035071059,1.0022133690681816
44,8760216.575832559,2.8488741999189076
44,7220030.027669678,0.11127320453612871
44,7610971.221960141,-2.365353491569137
45,4361702.456177426,1.2545003798321237
45,8053646.187839982,-2.010537856562104
45,6985626.361851662,1.1014951628398273
45,6095867.057174743,0.9211434878848503
45,5451349.191032693,0.26896283632129236
45,3409483.021181226,-0.7581299524766233
46,1031022.2333689294,2.4828034398073955
46,4361232.786488389,1.2545259244330194
46,2098149.964692289,1.4790329061285126
46,696901.3061009346,3.122300493785757
46,3723283.378321308,-0.2727551079619356
47,8757456.099208636,-2.690746355368424
47,5773436.185912441,-1.9622044438665232
47,7565679.429835449,1.0852696717967583
47,1655816.2569818997,1.24619270839858
47,4360763.04361299,1.2545514688309667
48,4207112.064422817,-0.12542163338823303
48,7508185.696194825,-2.2936048100542163
48,8305835.556721217,2.3437060047325287
48,1761789.2813388105,2.560735086230131
48,2884349.992834956,-0.6238261164843063
48,4360293.211826548,1.2545770166734262
49,7180037.137724596,-0.036805592455831516
49,7084090.573837439,0.09024517722321822
49,4695279.295180567,1.2670634920931825
49,1920500.7777094604,0.2665624851879413
49,5255090.084290378,-2.278959123453462
49,4359823.3163568415,1.2546025650296027
49,6453547.611310243,-0.5336269501304696
50,4359353.338194444,1.2546281124743164
50,5053004.804940043,-2.196633369289886
50,5246506.399065653,-0.469679974689445
50,7786498.68551701,2.7985759092534863
50,4946006.241494596,-1.0979701240166762
50,2375201.494055113,-0.8612456257447925
51,6995282.6448706435,-1.2784868461462289
51,4543280.540718188,-0.8716785479023053
51,8998145.79995411,3.072650963874943
51,3087736.01629953,0.8309346013634217
51,2816395.4474131525,-2.937562412533458
51,4358883.290128909,1.254653664796209
51,6038465.867058781,-0.580660967349479
52,7659989.627236391,-0.46482895797309914
52,6173272.152334851,0.21140049290084276
52,4079194.7284103897,0.6847402319928798
52,1559039.3683807922,-0.712948668663872
52,3660383.8891256363,2.39232920949661
52,4358413.159369524,1.2546792162100897
53,3971455.7869575866,-1.1435854648869637
53,3881929.818951915,0.4302608682567254
53,6033779.43896111,1.6770491112406987
53,7473741.082540737,-0.8952731426020109
53,4357942.9523110995,1.2547047696114182
53,3077039.5686310036,0.866043022369455
54,6542510.809593012,2.1850599177635015
54,4357472.668953378,1.2547303250021966
54,7531671.169575384,0.9699518350757836
54,8526788.24103991,-1.4257516664589691
54,7755928.109357918,-2.8211715916451157
54,7575502.207986169,0.7336574439196563
54,8492751.273639433,2.45531592057475
55,3636733.1030157446,-1.2375597609293287
55,3043110.879329421,-2.983462422712715
55,4357002.318800839,1.2547558830977759
55,7218542.067207188,3.0253583917903164
55,6998511.685151023,-2.595479351713723
55,6723701.091334371,1.3080104639293186
55,6027478.211834729,-2.175176595420405
56,8807851.0955691,0.7304633463777495
56,4356531.885951648,1.2547814402917488
56,7609991.008723622,-1.5429255657600935
56,5453233.762607527,-0.526435605486091
56,6192872.887386288,-0.6605805326855994
57,6692456.739371725,2.6725881821819035
57,6312082.75114809,-1.8407582816277606
57,8609424.320626106,1.4038826578367611
57,6608721.015961947,-1.1779288099653773
57,2391132.5695934836,1.178459205090913
57,4356061.376801904,1.2548069994806774
58,4355590.791351357,1.2548325606665687
58,8218810.81463035,-1.9309970323570813
58,4155574.2816941114,-0.07912095163652778
58,2825153.143039318,0.5343299722625848
58,4447354.406435536,-0.9579535770137426
58,784772.9858234241,-1.445887107800058
58,7154033.25196933,-0.4265057842996394
59,7801071.02980551,1.6420122302099065
59,3581980.162956285,-1.0799475962251208
59,5768995.1844053,0.5115637769575649
59,8100977.757664413,-0.5705101068567092
59,7665589.895237943,2.2112759980792998
59,4355120.129599747,1.2548581238514298
60,6360983.616705515,0.09587898926835228
60,7771961.166559151,-1.643845815565456
60,8745427.998644505,0.6328025448712263
60,5733273.28239959,2.422138624320452
60,7778099.444797586,-0.373851985449668
60,4354649.39465366,1.2548836868545146
60,8761313.776526136,2.219592882389273
61,2801085.296132993,3.061060617956454
61,4354178.580298922,1.2549092540430884
61,3138240.214726641,1.4939584866446205
61,6234499.6830708925,-1.3418198255995268
61,6792659.302793562,-2.908422817240382
62,4353707.692748714,1.2549348210533977
62,7942735.897837242,-1.3176192562176319
62,7494933.761239483,-2.536473074097172
62,4009881.7143873773,-2.9411683918369675
62,7749479.589796314,-2.3528463402671647
63,5375413.232273361,1.7794923304283214
63,7343094.090730219,0.7332029879387373
63,2226947.021731755,1.2262661090722762
63,7003714.1958949175,-0.6588026675116441
63,4439470.585739454,0.721271564949727
63,5007641.917669421,2.8730653117292646
63,4353236.732002053,1.2549603878866908
64,7491180.984087027,0.85239706237493
64,4352765.682340772,1.2549859581982228
64,7626003.622297732,-1.90910932328248
64,3126092.1763450108,-2.375247326484551
64,3590911.726389612,-1.4971283609895105
65,8847156.329746885,-0.7482456371423247
65,6923418.172563054,-1.757931614910442
65,6381645.271152149,-2.541220241989858
65,4352294.568987415,1.2550115290497739
65,3515694.562972025,-1.4507315489176087
66,4351823.379330249,1.2550371019133584
66,7155164.23616273,0.9360247177070212
66,8268288.802204472,-0.6984455590672163
66,7667727.01195974,-0.08908725269013766
66,7380272.166980464,1.724635211333545
66,8303814.394264303,-2.185166662705329
66,5071222.513542754,0.39122564436982654
67,4351352.103863333,1.255062676077389
67,7862915.337259981,-2.4879172653954305
67,8932904.74765741,-1.325306122476028
67,7975799.895064733,-2.2127712715132604
67,8425272.271936955,-1.5843401449670422
67,5294484.056508855,1.9882859840693756
67,3094579.002833363,-1.1157765531756614
68,4350880.761597713,1.2550882529710674
68,8777577.45026292,-2.7410072409277992
68,8607808.265118772,0.14822538383630252
68,8661311.91148274,-0.7694677020202508
68,6755943.230395686,-1.389970095181232
68,1546689.198354751,1.1813219340537604
68,6386562.688132362,-1.623833206517727
69,7820195.721279142,0.7759413976408679
69,4350409.336626335,1.2551138289841373
69,8248400.92580651,-0.9489696828352765
69,7503868.821303162,-1.893474043119059
69,6554922.6758518545,-1.7028643873989255
69,6058696.324801682,-0.20291852440670632
69,5856842.783750493,-2.1242727878461642
70,4349937.844855421,1.2551394077304243
70,5262636.635885525,-1.0173727211668766
70,5471676.883813691,0.378414206671706
70,8576166.426736146,-2.859608914029951
70,3038743.851969787,-0.9583222618377507
71,4349466.267272948,1.2551649877846347
71,8760555.906264786,-1.7891629987408317
71,7772681.83920139,2.9405885613193328
71,6829678.416684653,2.4355245529108034
71,7882812.494927337,2.6677115717822044
71,4018832.839489653,-1.1567918147712766
72,5906698.357099617,2.564443949059239
72,3916407.561732687,-0.07860753659916969
72,8533073.757820655,-2.571348157944023
72,1324789.1132944024,2.532882964930097
72,7569160.775184176,-2.510748984977526
72,4348994.6228906,1.2551905705761461
72,3784528.222608208,2.623794746576898
73,6991383.267415958,0.7373751386765701
73,4348522.895799711,1.255216152493513
73,7333176.302592494,2.4724421995919044
73,7801157.220795697,-0.9087663653271154
73,7161303.125141764,2.881547154822551
73,3866848.5497872527,-0.027366890569694435
73,7713799.275239801,2.222265480077061
74,4348051.092401872,1.2552417364380042
74,7083576.676829263,3.075620776145577
74,5721973.665430403,2.209395698628494
74,7760752.320736963,-2.1177358357372627
74,5385125.218570489,3.0522790386474563
74,3434522.9630255178,-0.4518680076460316
74,8575142.803184694,-2.205678715139325
75,5362332.332220691,-1.7619101518132416
75,6859799.300891768,-1.5513023323060164
75,8728447.837871712,3.0855776302110196
75,8178776.049660349,-1.5686195414908595
75,8964360.462788166,1.9186840486685792
75,4347579.212696835,1.2552673224116435
76,3439469.4336232934,2.7934907862083147
76,6616809.441190789,1.2715832422083202
76,4051681.483473206,-0.04692526822413984
76,8419634.552163672,-1.4684819568202407
76,8382137.747459526,-1.9105915182173236
76,4347107.266190754,1.2552929111302527
77,4346635.236973358,1.2553184989811954
77,2621677.986983914,0.3871017309303099
77,6069761.885570365,1.1353166080662163
77,7284843.013096734,-0.046887386491933754
77,4937881.035607275,-1.111817867952728
77,7953125.781981207,-2.7672281462470916
77,8622108.706524743,2.9398135444041995
78,3953164.5148011902,-1.8676359452617322
78,2964811.9584921896,-0.25638262701065556
78,4346163.128345069,1.2553440910541989
78,2286023.126462701,-2.1540966939703012
78,8766872.424464885,-0.060278910225939626
78,8406412.789099686,0.2384912596392764
79,4345690.9496130245,1.255369680789253
79,7615090.5810420625,2.1391221997141927
79,6936980.209683451,-2.5883149030505486
79,6912870.2840438215,0.43254808481403195
79,7706962.869498115,2.7009737210296616
80,7244690.297041603,0.5253301398418763
80,8739154.704804456,-2.1476826252879833
80,3191865.277150217,-0.6814568252908162
80,4345218.69146959,1.2553952747504242
80,6526813.748507642,-2.0990352733991973
81,4466267.727231951,-2.5909459016671055
81,6978685.270318746,-1.8495623007549027
81,7226113.414773267,-0.26591043823421173
81,7528058.594025848,-2.5258571355208486
81,8026368.39608476,0.7249653621681398
81,4344746.357016979,1.2554208707523973
82,6906230.611416434,-2.6380519725222142
82,2779165.7212931854,2.325237633676446
82,5313144.043651785,-1.2286084070552763
82,6616434.699797046,2.750368631512448
82,4344273.949356438,1.2554464666088332
82,5539273.642637662,1.7291051982601362
83,2485784.1533618215,-1.1592637532668946
83,6774354.413057093,0.6160807534361988
83,2288101.1610418805,0.4282767192820532
83,1967605.0190297125,-2.756731546736884
83,3932633.486345562,0.0014122638619336833
83,1311941.4936898127,0.1828262574878306
83,4343801.465385737,1.2554720645096216
84,987288.7903004863,0.3120628799636429
84,2511197.1778883054,0.04298281749864827
84,6782008.242673214,0.2065622208884672
84,4343328.8955975985,1.2554976637428266
84,618589.2826237212,1.927595583068981
84,4445044.630073193,0.5498195215145003
84,6933183.924296745,2.371567376949817
85,2372226.175262142,-1.5702466141601044
85,8440077.967922803,2.1300299335657273
85,7437333.54049846,2.308221042161789
85,4342856.262106529,1.25552326354926
85,5577023.483386336,1.3592739396651472
86,7466014.583520546,1.6559955609248311
86,8034934.9627001835,0.2791146358265403
86,7869925.0735395765,0.44891630312839215
86,3406051.0366603085,2.436584139707675
86,1745829.4777169393,-1.9817968145399514
86,4342383.55230408,1.2555488654056355
87,8705911.670764474,-0.4153816288308294
87,4341910.766190004,1.2555744693139899
87,4476138.753430222,1.2579109158479698
87,4179897.150347327,2.7959520072989354
87,7709933.223652055,0.2865707444782019
88,3891166.432994558,0.9592979403912502
88,4341437.894256701,1.255600074562304
88,6837870.129322641,0.37624998361401446
88,3899838.3242054866,0.503466122891136
88,5632065.538758967,-0.5100057630736929
88,4901260.465441474,-1.9302974843153289
88,7341245.75655188,-2.2576455203663763
89,8490008.244049395,1.122931626109016
89,2348579.081256076,2.0182639611019035
89,3451692.8718939247,-2.475732688403482
89,4340964.955518555,1.2556256825807066
89,6953665.45142019,-1.6663613723125092
89,8371427.798670433,-0.6303683213442544
90,5494162.120973139,-0.7271325882494433
90,3765632.954853803,2.4988856410981826
90,7966805.246815845,0.608941585991947
90,6613199.84617788,2.827935232059327
90,4340491.934060079,1.2556512897526804
91,4340018.845795946,1.2556768996983525
91,7819379.863804235,-2.592819837164733
91,7278387.031037112,0.0730512221108808
91,7440811.498051698,-1.8135485191383725
91,7250558.1694341125,1.803807771611661
92,4339545.671710806,1.2557025109915432
92,6867788.251749625,-2.6490900591874413
92,3805558.527929866,2.7942768900603947
92,7096258.088328423,-1.2312564171181573
92,7976360.26042734,-2.5823793986109975
92,6112595.42979292,-1.2675504101741233
92,3187587.499547605,-1.3916569219568375
93,6121492.191747775,0.7193039865228296
93,4036657.992026412,0.06081115912293923
93,8479388.437588224,-1.2262474852129552
93,4339072.433918492,1.2557281228713653
93,8404100.98810071,0.10118646221516693
94,7954580.4675827315,-0.9064932073406873
94,3799788.9197139903,-0.3132951530744237
94,7592088.964870234,-0.6043531412672982
94,8157631.124939278,2.448426663397706
94,1326294.2765494222,-2.8154238195891743
94,4338599.107205468,1.2557537382936863
94,4297914.054558725,2.9687076888985624
95,4338125.716784458,1.2557793543062556
95,4179378.8388307393,3.0752459404315813
95,6873652.332023085,0.5858080210278368
95,8698593.805854563,0.49618456767493985
95,7566964.969842957,-2.824165065428705
95,5063902.312520966,-2.9089257811933247
95,6323293.2367538875,1.972650584607932
96,4092682.6367249885,2.387883021970415
96,2092477.6012416955,-2.7009939741114386
96,6880943.965145651,-1.5164437357575775
96,4337652.240540663,1.2558049716739186
96,8215579.9381728815,1.5541483975148114
97,6947123.411833394,1.3013239445596883
97,5962996.735694035,2.1618710892061492
97,4337178.691079512,1.255830588920684
97,8830125.179335427,-2.9579793128421006
97,8852050.786462577,0.3356811455938614
97,8443584.223665962,2.487929384293379
97,5559282.84667553,1.1356348791202027
98,4811439.585800171,1.8878629233482627
98,6179242.088202142,2.973709663845552
98,5241578.016772492,0.7425996376942676
98,5191969.902286192,-2.4637362401179734
98,4336705.065302438,1.2558562082403086
98,2812450.989821767,2.7009741322914373
99,8117778.651452707,-2.5607649111696227
99,7183455.226099341,2.4226138869995792
99,4336231.372717427,1.2558818303491375
99,7742883.0738162,3.035398687801102
99,4273734.7792145,-3.01383609123653
100,3784701.2080946793,0.6321822402316242
100,8549627.236263735,2.7958778877670745
100,4335757.594307861,1.2559074538206503
100,3188782.4054062525,-1.2935471056897367
100,8995384.201027876,1.906959168887667
100,4177142.7444729293,-2.777027990035764
100,5719460.015559034,-1.190082405915777
101,4335283.739581651,1.2559330793711723
101,8485169.340084018,-1.1481533309455119
101,2644087.277741736,3.0586363593075214
101,7779362.038936232,1.3399722049939977
101,7346107.318089259,0.7381010242665103
102,4334809.811635173,1.255958704809241
102,7652600.273215637,-2.967744233705196
102,8249730.505525793,-1.789951915338577
102,4657570.168585744,-0.8394773601170453
102,8339025.614870315,2.674264953307707
102,3010399.7748961393,0.1738950532687917
103,6504458.634477413,-1.0708676881331336
103,6770249.713471197,1.7927452052047081
103,7999042.508143718,-1.8383073378327313
103,7469012.853509677,1.1007473863658175
103,5911060.574584154,-0.9194033997973545
103,4334335.807371081,1.2559843323299076
103,4367867.807730154,1.0971056175935916
104,8277657.629629475,-1.2724519723558114
104,7918837.402210226,-0.5037721086279483
104,4333861.726789136,1.2560099619352263
104,8057948.723169681,-0.2914110307330386
104,7187647.328205099,-0.25555156845265814
105,8572796.013632765,-2.9826510313294383
105,8038008.774474719,2.126393751475425
105,7950966.560752049,2.4467310435081244
105,4021018.6999606933,1.5033752398848372
105,5179094.864107745,1.4730516651366738
105,2295316.3528109496,0.33169033089081573
105,4333387.572984989,1.2560355914329628
106,4202326.229934024,-1.3358392939077526
106,7207980.6720093805,-2.3250560553495347
106,4620356.991496097,0.7319419242520676
106,4272130.939560983,-2.373507912349223
106,3047436.3980638245,1.759616883032062
106,4332913.339766375,1.2560612252134935
107,8796182.91899879,2.967557722888834
107,4332439.033324596,1.256086858890039
107,5633942.985742666,1.1227241871036313
107,7584340.599765164,2.1996233527604168
107,6132796.685888531,-2.7304597283035505
107,6215152.899227152,1.979586371092782
108,4331964.6505635185,1.256112494658946
108,5179255.946006577,-1.80479831765868
108,5839766.410395623,0.2944402717181088
108,7322855.142520538,0.5975283064432876
108,5329005.343748829,1.400320040209522
109,4331490.185068803,1.256138129612436
109,8134550.861615469,2.2102498937073745
109,7063695.503011097,-2.611648629977059
109,7465079.406965533,-1.7737626440104297
109,8587812.367498577,-0.01542896528879407
109,5631564.024660435,0.4836563258456699
109,6681916.710077371,1.1592844658425752
110,4300823.378000873,0.3564306073981792
110,6645616.248219584,-0.4266262662179489
110,8803366.884967325,-2.943957856033205
110,7040008.962498058,0.7341143862310227
110,4331015.65276277,1.2561637673763832
111,3104503.361114141,-0.5380902276606953
111,8595706.729272397,-0.7428351147212837
111,6304095.378771227,-2.381644789586724
111,8443320.19177603,0.35995432899001967
111,7365937.703240235,1.3669921591076597
111,4330541.044136242,1.256189407238356
111,6835097.669824602,-3.1127864247303045
112,7301775.287431636,-3.0990622605754146
112,8305386.091617334,2.8468070085944484
112,7519794.758524118,0.10353326523025139
112,8940340.888073804,-2.394933638525669
112,4330066.35918898,1.2562150492004167
112,7386151.795893138,1.4884744187443655
113,7997290.648353769,1.2056458471345637
113,4329591.588411412,1.256240692550026
113,6510025.963616688,-2.9614647094452033
113,4319770.454106636,3.0192961218559238
113,7690211.565273101,2.894455979581401
114,4329116.753915595,1.256266336521814
114,8719489.912659599,0.24484357142558974
114,5748161.989599821,-0.1265270801833991
114,8431049.81707405,-1.567304801072883
114,3303609.725560601,1.5700649927426407
114,7253447.227354594,1.517644061073173
114,4698214.453168044,1.4141318186455873
115,7702200.373721134,1.9605450639384816
115,4328641.833588349,1.2562919818847185
115,4324466.809435807,0.19430663702624423
115,6841826.596522058,0.29328783938569764
115,4494237.833718632,0.1918430605627361
115,3184291.2787406994,-3.1411785746931993
115,1821280.074225591,2.0351469774971904
116,5536390.718974374,-0.08864571496404779
116,6821231.398094614,-1.9039039825979975
116,5198426.449424034,3.0446288598182405
116,6575424.4468611665,-1.0826175507598406
116,2988594.9698385806,-1.9667746354374354
116,4328166.846448359,1.2563176300700785
116,1599887.4705740886,-0.9608497515306448
117,4650457.140931529,2.9411309528680825
117,5623571.792164552,2.0131927780006382
117,7225036.836835686,2.580393059937552
117,8858637.121489204,2.8705674269489507
117,4327691.7860789355,1.2563432781679398
118,6628508.753811834,1.7528790538196786
118,4039640.8745143423,2.9178334176059466
118,7160303.293454166,-0.29151514365968567
118,7376715.393658173,-1.9441285172802305
118,6982149.32656702,2.2017195521508484
118,4327216.636783934,1.2563689298601923
119,6179167.850396747,1.3788630479572164
119,8734470.297927536,-0.6755654909712787
119,8782657.937566875,0.9914348567541553
